Time,Human Count,Social Distance violate,Restricted Entry,Abnormal Activity
2024-04-21 14:18:54.537823,5,0,0,0
2024-04-21 14:18:54.716225,5,0,0,0
2024-04-21 14:18:54.909938,5,0,0,0
2024-04-21 14:18:55.102191,5,0,0,0
2024-04-21 14:18:55.315172,5,0,0,0
2024-04-21 14:18:55.494591,5,0,0,0
2024-04-21 14:18:55.679372,4,0,0,0
2024-04-21 14:18:55.856570,4,0,0,0
2024-04-21 14:18:56.038868,5,0,0,0
2024-04-21 14:18:56.370363,5,0,0,0
2024-04-21 14:18:56.591738,6,0,0,1
2024-04-21 14:18:56.797793,6,0,0,1
2024-04-21 14:18:57.010143,6,0,0,0
2024-04-21 14:18:57.266488,6,0,0,0
2024-04-21 14:18:57.471833,5,0,0,0
2024-04-21 14:18:57.704030,5,0,0,0
2024-04-21 14:18:57.927401,5,0,0,0
2024-04-21 14:18:58.129100,5,0,0,0
2024-04-21 14:18:58.304948,5,0,0,0
2024-04-21 14:18:58.520638,5,0,0,0
2024-04-21 14:18:58.706791,5,0,0,0
2024-04-21 14:18:58.879367,4,0,0,0
2024-04-21 14:18:59.052606,4,0,0,0
2024-04-21 14:18:59.422399,4,0,0,0
2024-04-21 14:18:59.580039,4,0,0,0
2024-04-21 14:18:59.794495,4,0,0,0
2024-04-21 14:19:00.036292,4,0,0,0
2024-04-21 14:19:00.230103,4,0,0,1
2024-04-21 14:19:00.447823,4,0,0,1
2024-04-21 14:19:00.641853,4,0,0,1
2024-04-21 14:19:00.815366,3,0,0,1
2024-04-21 14:19:00.992843,2,0,0,0
2024-04-21 14:19:01.167900,2,0,0,0
2024-04-21 14:19:01.348065,1,0,0,0
2024-04-21 14:19:01.536439,2,0,0,0
2024-04-21 14:19:01.729781,2,0,0,0
2024-04-21 14:19:01.897365,3,0,0,0
2024-04-21 14:19:02.079616,3,0,0,0
2024-04-21 14:19:02.252998,3,0,0,0
2024-04-21 14:19:02.428618,3,0,0,0
2024-04-21 14:19:02.619887,4,0,0,0
2024-04-21 14:19:02.803052,3,0,0,0
2024-04-21 14:19:02.994911,3,0,0,0
2024-04-21 14:19:03.173545,3,0,0,0
2024-04-21 14:19:03.357879,3,0,0,0
2024-04-21 14:19:03.540106,3,0,0,0
2024-04-21 14:19:03.711287,3,0,0,0
2024-04-21 14:19:03.870049,3,0,0,0
2024-04-21 14:19:04.054106,3,0,0,0
2024-04-21 14:19:04.234638,3,0,0,0
2024-04-21 14:19:04.401783,1,0,0,0
2024-04-21 14:19:04.576491,2,0,0,0
2024-04-21 14:19:04.751021,2,0,0,0
2024-04-21 14:19:04.943203,3,0,0,0
2024-04-21 14:19:05.135286,3,0,0,0
2024-04-21 14:19:05.320636,2,0,0,0
2024-04-21 14:19:05.501154,2,0,0,0
2024-04-21 14:19:05.673639,2,0,0,0
2024-04-21 14:19:05.821525,2,0,0,0
2024-04-21 14:19:05.966100,2,0,0,0
2024-04-21 14:19:06.125590,2,0,0,0
2024-04-21 14:19:06.275142,2,0,0,0
2024-04-21 14:19:06.412452,2,0,0,0
2024-04-21 14:19:06.543940,0,0,0,0
2024-04-21 14:19:06.682803,0,0,0,0
2024-04-21 14:19:06.819988,0,0,0,0
2024-04-21 14:19:06.932004,0,0,0,0
2024-04-21 14:19:07.050054,0,0,0,0
2024-04-21 14:19:07.166131,0,0,0,0
2024-04-21 14:19:07.286075,0,0,0,0
2024-04-21 14:19:07.418024,2,0,0,0
2024-04-21 14:19:07.544814,2,0,0,0
2024-04-21 14:19:07.669420,2,0,0,0
2024-04-21 14:19:07.797194,2,0,0,0
2024-04-21 14:19:07.924412,2,0,0,0
2024-04-21 14:19:08.058579,0,0,0,0
2024-04-21 14:19:08.173512,1,0,0,0
2024-04-21 14:19:08.299628,1,0,0,0
2024-04-21 14:19:08.430326,0,0,0,0
2024-04-21 14:19:08.547471,0,0,0,0
2024-04-21 14:19:08.667254,0,0,0,0
2024-04-21 14:19:08.790710,0,0,0,0
2024-04-21 14:19:08.944498,1,0,0,0
2024-04-21 14:19:09.081457,2,0,0,0
2024-04-21 14:19:09.205189,2,0,0,0
2024-04-21 14:19:09.341089,0,0,0,0
2024-04-21 14:19:09.461599,0,0,0,0
2024-04-21 14:19:09.588635,0,0,0,0
2024-04-21 14:19:09.702832,0,0,0,0
2024-04-21 14:19:09.825188,2,0,0,0
2024-04-21 14:19:09.954183,2,0,0,0
2024-04-21 14:19:10.078038,1,0,0,0
2024-04-21 14:19:10.207064,0,0,0,0
2024-04-21 14:19:10.321141,0,0,0,0
2024-04-21 14:19:10.438129,0,0,0,0
2024-04-21 14:19:10.557161,1,0,0,0
2024-04-21 14:19:10.685160,1,0,0,0
2024-04-21 14:19:10.828252,1,0,0,0
2024-04-21 14:19:10.979914,1,0,0,0
2024-04-21 14:19:11.103842,1,0,0,0
2024-04-21 14:19:11.232918,0,0,0,0
2024-04-21 14:19:11.360216,0,0,0,0
2024-04-21 14:19:11.474803,0,0,0,0
2024-04-21 14:19:11.605443,0,0,0,0
2024-04-21 14:19:11.725844,0,0,0,0
2024-04-21 14:19:11.838334,0,0,0,0
2024-04-21 14:19:11.949286,0,0,0,0
2024-04-21 14:19:12.071361,0,0,0,0
2024-04-21 14:19:12.191336,0,0,0,0
2024-04-21 14:19:12.304812,1,0,0,0
2024-04-21 14:19:12.437324,1,0,0,0
2024-04-21 14:19:12.561942,2,0,0,0
2024-04-21 14:19:12.699943,2,0,0,0
2024-04-21 14:19:12.829294,2,0,0,0
2024-04-21 14:19:12.956138,1,0,0,0
2024-04-21 14:19:13.082112,2,0,0,0
2024-04-21 14:19:13.221544,0,0,0,0
2024-04-21 14:19:13.366334,0,0,0,0
2024-04-21 14:19:13.479412,2,0,0,0
2024-04-21 14:19:13.618991,2,0,0,0
2024-04-21 14:19:13.742896,2,0,0,0
2024-04-21 14:19:13.880793,2,0,0,0
2024-04-21 14:19:14.044090,2,0,0,0
2024-04-21 14:19:14.194567,3,0,0,0
2024-04-21 14:19:14.321398,3,0,0,1
2024-04-21 14:19:14.473717,3,0,0,0
2024-04-21 14:19:14.649129,3,0,0,0
2024-04-21 14:19:14.820034,2,0,0,0
2024-04-21 14:19:14.987504,2,0,0,0
2024-04-21 14:19:15.146868,2,0,0,0
2024-04-21 14:19:15.300066,2,0,0,0
2024-04-21 14:19:15.445091,2,0,0,0
2024-04-21 14:19:15.576013,2,0,0,0
2024-04-21 14:19:15.712032,2,0,0,0
2024-04-21 14:19:15.838325,0,0,0,0
2024-04-21 14:19:15.955476,0,0,0,0
2024-04-21 14:19:16.070232,0,0,0,0
2024-04-21 14:19:16.182684,2,0,0,0
2024-04-21 14:19:16.308710,2,0,0,0
2024-04-21 14:19:16.456054,0,0,0,0
2024-04-21 14:19:16.574228,0,0,0,0
2024-04-21 14:19:16.688365,2,0,0,0
2024-04-21 14:19:16.845441,1,0,0,0
2024-04-21 14:19:16.980872,1,0,0,0
2024-04-21 14:19:17.126506,0,0,0,0
2024-04-21 14:19:17.240781,0,0,0,0
2024-04-21 14:19:17.373143,0,0,0,0
2024-04-21 14:19:17.484955,0,0,0,0
2024-04-21 14:19:17.621171,1,0,0,0
2024-04-21 14:19:17.756142,1,0,0,0
2024-04-21 14:19:17.905532,1,0,0,0
2024-04-21 14:19:18.031592,1,0,0,0
2024-04-21 14:19:18.160098,1,0,0,0
2024-04-21 14:19:18.298979,0,0,0,0
2024-04-21 14:19:18.444089,1,0,0,0
2024-04-21 14:19:18.598821,2,0,0,0
2024-04-21 14:19:18.784334,0,0,0,0
2024-04-21 14:19:18.913974,0,0,0,0
2024-04-21 14:19:19.027238,2,0,0,0
2024-04-21 14:19:19.161255,0,0,0,0
2024-04-21 14:19:19.277898,2,0,0,0
2024-04-21 14:19:19.433023,2,0,0,0
2024-04-21 14:19:19.598951,3,0,0,0
2024-04-21 14:19:19.747815,3,0,0,0
2024-04-21 14:19:19.892495,3,0,0,0
2024-04-21 14:19:20.043816,3,0,0,0
2024-04-21 14:19:20.180296,3,0,0,0
2024-04-21 14:19:20.369119,3,0,0,0
2024-04-21 14:19:20.557098,3,0,0,0
2024-04-21 14:19:20.712326,2,0,0,0
2024-04-21 14:19:20.873901,2,0,0,0
2024-04-21 14:19:21.033130,2,0,0,0
2024-04-21 14:19:21.179924,2,0,0,0
2024-04-21 14:19:21.311379,2,0,0,0
2024-04-21 14:19:21.475285,2,0,0,0
2024-04-21 14:19:21.639305,2,0,0,0
2024-04-21 14:19:21.800004,2,0,0,0
2024-04-21 14:19:21.961313,3,0,0,0
2024-04-21 14:19:22.120552,3,0,0,1
2024-04-21 14:19:22.285002,3,0,0,1
2024-04-21 14:19:22.446940,3,0,0,0
2024-04-21 14:19:22.626371,3,0,0,0
2024-04-21 14:19:22.790203,3,0,0,0
2024-04-21 14:19:22.948339,3,0,0,0
2024-04-21 14:19:23.127085,3,0,0,1
2024-04-21 14:19:23.321224,3,0,0,0
2024-04-21 14:19:23.485889,3,0,0,1
2024-04-21 14:19:23.657476,0,0,0,0
2024-04-21 14:19:23.792147,3,0,0,1
2024-04-21 14:19:23.932343,3,0,0,1
2024-04-21 14:19:24.095638,3,0,0,1
2024-04-21 14:19:24.261052,0,0,0,0
2024-04-21 14:19:24.392100,2,0,0,0
2024-04-21 14:19:24.520450,2,0,0,0
2024-04-21 14:19:24.663354,2,0,0,0
2024-04-21 14:19:24.810358,2,0,0,0
2024-04-21 14:19:24.937609,2,0,0,0
2024-04-21 14:19:25.078700,2,0,0,0
2024-04-21 14:19:25.227962,2,0,0,0
2024-04-21 14:19:25.358370,2,0,0,0
2024-04-21 14:19:25.501663,2,0,0,0
2024-04-21 14:19:25.649323,2,0,0,0
2024-04-21 14:19:25.815291,3,0,0,1
2024-04-21 14:19:25.990218,3,0,0,1
2024-04-21 14:19:26.172389,3,0,0,0
2024-04-21 14:19:26.348135,3,0,0,0
2024-04-21 14:19:26.533586,3,0,0,0
2024-04-21 14:19:26.688393,3,0,0,0
2024-04-21 14:19:26.839746,3,0,0,0
2024-04-21 14:19:26.978889,3,0,0,0
2024-04-21 14:19:27.108974,3,0,0,0
2024-04-21 14:19:27.250865,2,0,0,0
2024-04-21 14:19:27.398680,2,0,0,0
2024-04-21 14:19:27.555175,2,0,0,0
2024-04-21 14:19:27.692375,2,0,0,0
2024-04-21 14:19:27.832446,2,0,0,0
2024-04-21 14:19:27.986475,2,0,0,0
2024-04-21 14:19:28.140220,2,0,0,0
2024-04-21 14:19:28.294012,2,0,0,0
2024-04-21 14:19:28.447897,2,0,0,0
2024-04-21 14:19:28.614479,3,0,0,0
2024-04-21 14:19:28.783189,2,0,0,0
2024-04-21 14:19:28.927878,2,0,0,0
2024-04-21 14:19:29.066071,2,0,0,0
2024-04-21 14:19:29.195921,0,0,0,0
2024-04-21 14:19:29.322337,3,0,0,1
2024-04-21 14:19:29.453104,3,0,0,1
2024-04-21 14:19:29.597528,2,0,0,0
2024-04-21 14:19:29.725495,3,0,0,1
2024-04-21 14:19:29.886637,4,0,0,0
2024-04-21 14:19:30.075564,4,0,0,0
2024-04-21 14:19:30.260604,5,0,0,0
2024-04-21 14:19:30.454075,4,0,0,0
2024-04-21 14:19:30.638625,4,0,0,0
2024-04-21 14:19:30.815311,4,0,0,0
2024-04-21 14:19:30.985574,3,0,0,0
2024-04-21 14:19:31.144358,3,0,0,0
2024-04-21 14:19:31.312556,3,0,0,0
2024-04-21 14:19:31.477136,3,0,0,0
2024-04-21 14:19:31.650804,2,0,0,0
2024-04-21 14:19:31.816020,2,0,0,0
2024-04-21 14:19:31.992003,2,0,0,0
2024-04-21 14:19:32.150014,2,0,0,0
2024-04-21 14:19:32.316954,2,0,0,0
2024-04-21 14:19:32.478254,2,0,0,0
2024-04-21 14:19:32.637181,2,0,0,0
2024-04-21 14:19:32.796926,2,0,0,0
2024-04-21 14:19:32.956780,2,0,0,0
2024-04-21 14:19:33.124373,2,0,0,0
2024-04-21 14:19:33.291142,2,0,0,0
2024-04-21 14:19:33.447309,2,0,0,0
2024-04-21 14:19:33.611196,2,0,0,0
2024-04-21 14:19:33.772232,2,0,0,0
2024-04-21 14:19:33.932929,2,0,0,0
2024-04-21 14:19:34.093664,2,0,0,0
2024-04-21 14:19:34.254956,2,0,0,0
2024-04-21 14:19:34.430167,2,0,0,0
2024-04-21 14:19:34.590509,2,0,0,0
2024-04-21 14:19:34.757942,2,0,0,0
2024-04-21 14:19:34.915424,2,0,0,0
2024-04-21 14:19:35.080358,2,0,0,0
2024-04-21 14:19:35.246368,2,0,0,0
2024-04-21 14:19:35.410047,2,0,0,0
2024-04-21 14:19:35.568755,2,0,0,0
2024-04-21 14:19:35.728113,2,0,0,0
2024-04-21 14:19:35.888704,2,0,0,0
2024-04-21 14:19:36.064665,2,0,0,0
2024-04-21 14:19:36.229667,2,0,0,0
2024-04-21 14:19:36.416456,2,0,0,0
2024-04-21 14:19:36.579262,2,0,0,0
2024-04-21 14:19:36.726323,2,0,0,0
2024-04-21 14:19:36.895141,2,0,0,0
2024-04-21 14:19:37.059040,2,0,0,0
2024-04-21 14:19:37.218064,2,0,0,0
2024-04-21 14:19:37.420002,2,0,0,0
2024-04-21 14:19:37.595449,2,0,0,0
2024-04-21 14:19:37.762552,2,0,0,0
2024-04-21 14:19:37.941930,2,0,0,0
2024-04-21 14:19:38.114397,2,0,0,0
2024-04-21 14:19:38.293567,2,0,0,0
2024-04-21 14:19:38.490599,3,0,0,0
2024-04-21 14:19:38.683204,3,0,0,0
2024-04-21 14:19:38.866426,3,0,0,1
2024-04-21 14:19:39.056807,3,0,0,0
2024-04-21 14:19:39.234919,3,0,0,0
2024-04-21 14:19:39.421851,3,0,0,0
2024-04-21 14:19:39.620478,3,0,0,0
2024-04-21 14:19:39.794638,3,0,0,0
2024-04-21 14:19:40.014797,3,0,0,0
2024-04-21 14:19:40.218494,3,0,0,1
2024-04-21 14:19:40.417963,3,0,0,1
2024-04-21 14:19:40.613465,3,0,0,1
2024-04-21 14:19:40.816154,3,0,0,1
2024-04-21 14:19:41.045434,4,0,0,0
2024-04-21 14:19:41.263823,5,0,0,0
2024-04-21 14:19:41.471431,5,0,0,0
2024-04-21 14:19:41.648530,5,0,0,0
2024-04-21 14:19:41.841294,4,0,0,0
2024-04-21 14:19:42.036177,4,0,0,0
2024-04-21 14:19:42.217979,4,0,0,1
2024-04-21 14:19:42.446575,4,0,0,1
2024-04-21 14:19:42.661352,4,0,0,1
2024-04-21 14:19:42.866835,5,0,0,1
2024-04-21 14:19:43.053837,6,0,0,1
2024-04-21 14:19:43.249541,6,0,0,1
2024-04-21 14:19:43.449025,5,0,0,1
2024-04-21 14:19:43.648873,5,0,0,1
2024-04-21 14:19:43.841125,5,0,0,1
2024-04-21 14:19:44.018138,4,0,0,1
2024-04-21 14:19:44.230055,4,0,0,1
2024-04-21 14:19:44.465544,6,0,0,1
2024-04-21 14:19:44.688556,5,0,0,0
2024-04-21 14:19:44.878732,5,0,0,0
2024-04-21 14:19:45.092451,5,0,0,0
2024-04-21 14:19:45.307132,5,0,0,0
2024-04-21 14:19:45.482841,5,0,0,0
2024-04-21 14:19:45.658131,5,0,0,0
2024-04-21 14:19:45.844123,4,0,0,0
2024-04-21 14:19:46.052332,4,0,0,0
2024-04-21 14:19:46.259713,4,0,0,0
2024-04-21 14:19:46.471036,4,0,0,0
2024-04-21 14:19:46.690164,4,0,0,0
2024-04-21 14:19:47.035183,5,0,0,0
2024-04-21 14:19:47.307967,5,0,0,0
2024-04-21 14:19:47.681298,5,0,0,0
2024-04-21 14:19:47.987224,4,0,0,0
2024-04-21 14:19:48.337728,5,0,0,0
2024-04-21 14:19:48.707640,5,0,0,0
2024-04-21 14:19:48.968806,5,0,0,0
2024-04-21 14:19:49.218495,5,0,0,0
2024-04-21 14:19:49.457711,5,0,0,0
2024-04-21 14:19:49.696011,4,0,0,0
2024-04-21 14:19:49.872765,4,0,0,0
2024-04-21 14:19:50.086075,3,0,0,0
2024-04-21 14:19:50.320299,4,0,0,0
2024-04-21 14:19:50.539614,3,0,0,0
2024-04-21 14:19:50.785816,3,0,0,1
2024-04-21 14:19:51.070552,5,0,0,0
2024-04-21 14:19:51.297424,5,0,0,0
2024-04-21 14:19:51.528206,5,0,0,0
2024-04-21 14:19:51.779247,5,0,0,0
2024-04-21 14:19:52.007519,6,0,0,0
2024-04-21 14:19:52.250910,5,0,0,0
2024-04-21 14:19:52.517900,6,0,0,1
2024-04-21 14:19:52.738680,7,0,0,0
2024-04-21 14:19:52.959881,7,0,0,0
2024-04-21 14:19:53.168140,7,0,0,0
2024-04-21 14:19:53.411076,7,0,0,0
2024-04-21 14:19:53.644811,7,0,0,0
2024-04-21 14:19:53.860459,7,0,0,0
2024-04-21 14:19:54.086193,7,0,0,0
2024-04-21 14:19:54.303686,7,0,0,0
2024-04-21 14:19:54.534240,7,0,0,0
2024-04-21 14:19:54.735398,7,0,0,0
2024-04-21 14:19:54.934890,7,0,0,0
2024-04-21 14:19:55.144201,7,0,0,1
2024-04-21 14:19:55.341320,6,0,0,0
2024-04-21 14:19:55.522151,4,0,0,0
2024-04-21 14:19:55.716886,4,0,0,0
2024-04-21 14:19:55.900997,4,0,0,0
2024-04-21 14:19:56.082852,4,0,0,0
2024-04-21 14:19:56.268911,3,0,0,0
2024-04-21 14:19:56.444845,3,0,0,0
2024-04-21 14:19:56.621156,3,0,0,0
2024-04-21 14:19:56.821070,2,0,0,0
2024-04-21 14:19:56.994013,2,0,0,0
2024-04-21 14:19:57.178426,2,0,0,0
2024-04-21 14:19:57.370141,3,0,0,0
2024-04-21 14:19:57.604004,4,0,0,0
2024-04-21 14:19:57.805069,4,0,0,0
2024-04-21 14:19:58.006482,4,0,0,0
2024-04-21 14:19:58.211838,4,0,0,0
2024-04-21 14:19:58.385772,4,0,0,0
2024-04-21 14:19:58.603792,5,0,0,0
2024-04-21 14:19:58.827795,5,0,0,0
2024-04-21 14:19:59.047583,4,0,0,0
2024-04-21 14:19:59.286461,4,0,0,0
2024-04-21 14:19:59.487184,4,0,0,1
2024-04-21 14:19:59.699627,4,0,0,1
2024-04-21 14:19:59.898368,5,0,0,0
2024-04-21 14:20:00.114089,5,0,0,0
2024-04-21 14:20:00.296814,5,0,0,0
2024-04-21 14:20:00.485091,4,0,0,0
2024-04-21 14:20:00.678070,4,0,0,0
2024-04-21 14:20:00.866947,4,0,0,0
2024-04-21 14:20:01.061985,4,0,0,0
2024-04-21 14:20:01.273949,4,0,0,0
2024-04-21 14:20:01.468850,4,0,0,0
2024-04-21 14:20:01.703467,4,0,0,1
2024-04-21 14:20:01.904517,4,0,0,0
2024-04-21 14:20:02.079612,4,0,0,0
2024-04-21 14:20:02.281250,4,0,0,0
2024-04-21 14:20:02.468605,4,0,0,0
2024-04-21 14:20:02.655042,4,0,0,1
2024-04-21 14:20:02.860169,4,0,0,0
2024-04-21 14:20:03.052192,4,0,0,0
2024-04-21 14:20:03.264109,3,0,0,0
2024-04-21 14:20:03.460205,3,0,0,1
2024-04-21 14:20:03.668012,3,0,0,1
2024-04-21 14:20:03.862902,3,0,0,0
2024-04-21 14:20:04.065380,3,0,0,1
2024-04-21 14:20:04.257463,3,0,0,1
2024-04-21 14:20:04.448461,3,0,0,1
2024-04-21 14:20:04.668721,3,0,0,1
2024-04-21 14:20:04.855443,3,0,0,0
2024-04-21 14:20:05.046151,4,0,0,0
2024-04-21 14:20:05.228593,4,0,0,0
2024-04-21 14:20:05.436025,4,0,0,0
2024-04-21 14:20:05.633719,4,0,0,0
2024-04-21 14:20:05.841391,4,0,0,0
2024-04-21 14:20:06.037885,4,0,0,0
2024-04-21 14:20:06.253635,4,0,0,0
2024-04-21 14:20:06.477462,5,0,0,0
2024-04-21 14:20:06.676337,5,0,0,0
2024-04-21 14:20:06.884271,5,0,0,0
2024-04-21 14:20:07.077485,5,0,0,0
2024-04-21 14:20:07.279490,5,0,0,0
2024-04-21 14:20:07.475328,5,0,0,0
2024-04-21 14:20:07.653738,5,0,0,0
2024-04-21 14:20:07.837149,4,0,0,0
2024-04-21 14:20:08.035245,4,0,0,0
2024-04-21 14:20:08.236330,4,0,0,0
2024-04-21 14:20:08.428979,4,0,0,0
2024-04-21 14:20:08.618200,4,0,0,1
2024-04-21 14:20:08.810158,4,0,0,0
2024-04-21 14:20:08.986073,4,0,0,1
2024-04-21 14:20:09.173159,4,0,0,0
2024-04-21 14:20:09.348727,4,0,0,0
2024-04-21 14:20:09.539204,4,0,0,0
2024-04-21 14:20:09.715725,4,0,0,0
2024-04-21 14:20:09.918312,4,0,0,0
2024-04-21 14:20:10.094948,4,0,0,0
2024-04-21 14:20:10.297038,4,0,0,0
2024-04-21 14:20:10.482242,5,0,0,0
2024-04-21 14:20:10.688414,5,0,0,0
2024-04-21 14:20:10.874350,5,0,0,0
2024-04-21 14:20:11.054621,5,0,0,0
2024-04-21 14:20:11.252897,5,0,0,0
2024-04-21 14:20:11.444079,5,0,0,0
2024-04-21 14:20:11.624497,4,0,0,0
2024-04-21 14:20:11.802357,3,0,0,1
2024-04-21 14:20:11.969518,3,0,0,0
2024-04-21 14:20:12.163515,3,0,0,0
2024-04-21 14:20:12.356773,3,0,0,0
2024-04-21 14:20:12.549802,3,0,0,0
2024-04-21 14:20:12.723830,3,0,0,0
2024-04-21 14:20:12.920383,3,0,0,0
2024-04-21 14:20:13.086338,3,0,0,0
2024-04-21 14:20:13.276656,3,0,0,0
2024-04-21 14:20:13.459159,3,0,0,0
2024-04-21 14:20:13.662339,3,0,0,0
2024-04-21 14:20:13.834200,3,0,0,0
2024-04-21 14:20:14.012526,3,0,0,0
2024-04-21 14:20:14.172958,3,0,0,0
2024-04-21 14:20:14.360578,3,0,0,0
2024-04-21 14:20:14.548046,3,0,0,1
2024-04-21 14:20:14.732998,3,0,0,0
2024-04-21 14:20:14.910039,3,0,0,0
2024-04-21 14:20:15.099244,3,0,0,0
2024-04-21 14:20:15.289046,3,0,0,0
2024-04-21 14:20:15.486258,3,0,0,0
2024-04-21 14:20:15.680319,3,0,0,0
2024-04-21 14:20:15.876714,3,0,0,0
2024-04-21 14:20:16.084392,4,0,0,0
2024-04-21 14:20:16.280367,4,0,0,0
2024-04-21 14:20:16.499301,4,0,0,0
2024-04-21 14:20:16.674942,4,0,0,0
2024-04-21 14:20:16.858348,4,0,0,0
2024-04-21 14:20:17.045633,4,0,0,0
2024-04-21 14:20:17.233286,3,0,0,0
2024-04-21 14:20:17.436105,3,0,0,0
2024-04-21 14:20:17.620362,4,0,0,0
2024-04-21 14:20:17.801878,4,0,0,0
2024-04-21 14:20:17.980774,4,0,0,0
2024-04-21 14:20:18.160230,4,0,0,0
2024-04-21 14:20:18.343617,4,0,0,0
2024-04-21 14:20:18.521526,4,0,0,0
2024-04-21 14:20:18.705655,4,0,0,0
2024-04-21 14:20:18.882768,4,0,0,0
2024-04-21 14:20:19.030886,4,0,0,0
2024-04-21 14:20:19.206137,4,0,0,0
2024-04-21 14:20:19.392006,4,0,0,0
2024-04-21 14:20:19.578677,3,0,0,0
2024-04-21 14:20:19.751802,3,0,0,0
2024-04-21 14:20:19.910186,4,0,0,0
2024-04-21 14:20:20.097165,3,0,0,0
2024-04-21 14:20:20.302294,3,0,0,1
2024-04-21 14:20:20.515404,3,0,0,0
2024-04-21 14:20:20.751462,4,0,0,0
2024-04-21 14:20:20.928076,4,0,0,0
2024-04-21 14:20:21.141853,4,0,0,0
2024-04-21 14:20:21.339684,4,0,0,0
2024-04-21 14:20:21.535416,4,0,0,0
2024-04-21 14:20:21.741280,4,0,0,0
2024-04-21 14:20:21.934261,4,0,0,0
2024-04-21 14:20:22.120969,4,0,0,0
2024-04-21 14:20:22.316557,4,0,0,0
2024-04-21 14:20:22.503829,4,0,0,0
2024-04-21 14:20:22.704599,4,0,0,0
2024-04-21 14:20:22.898802,4,0,0,0
2024-04-21 14:20:23.101295,4,0,0,0
2024-04-21 14:20:23.311456,4,0,0,0
2024-04-21 14:20:23.503377,4,0,0,0
2024-04-21 14:20:23.696448,4,0,0,0
2024-04-21 14:20:23.898918,4,0,0,0
2024-04-21 14:20:24.073082,4,0,0,1
2024-04-21 14:20:24.276988,4,0,0,0
2024-04-21 14:20:24.507598,4,0,0,0
2024-04-21 14:20:24.713448,4,0,0,0
2024-04-21 14:20:24.932397,4,0,0,0
2024-04-21 14:20:25.130126,4,0,0,0
2024-04-21 14:20:25.392239,4,0,0,0
2024-04-21 14:20:25.588945,4,0,0,0
2024-04-21 14:20:25.774330,4,0,0,1
2024-04-21 14:20:25.971681,4,0,0,0
2024-04-21 14:20:26.150856,4,0,0,0
2024-04-21 14:20:26.322509,4,0,0,1
2024-04-21 14:20:26.496780,4,0,0,0
2024-04-21 14:20:26.686267,4,0,0,0
2024-04-21 14:20:26.871438,4,0,0,0
2024-04-21 14:20:27.046905,4,0,0,0
2024-04-21 14:20:27.222451,4,0,0,0
2024-04-21 14:20:27.408492,4,0,0,0
2024-04-21 14:20:27.612394,5,0,0,0
2024-04-21 14:20:27.809866,4,0,0,1
2024-04-21 14:20:28.007233,4,0,0,0
2024-04-21 14:20:28.206730,4,0,0,0
2024-04-21 14:20:28.414300,4,0,0,0
2024-04-21 14:20:28.600139,4,0,0,0
2024-04-21 14:20:28.796264,4,0,0,0
2024-04-21 14:20:28.983781,4,0,0,0
2024-04-21 14:20:29.176787,4,0,0,0
2024-04-21 14:20:29.366897,4,0,0,0
2024-04-21 14:20:29.546280,4,0,0,0
2024-04-21 14:20:29.738312,4,0,0,0
2024-04-21 14:20:29.933886,4,0,0,0
2024-04-21 14:20:30.118744,3,0,0,0
2024-04-21 14:20:30.296866,3,0,0,0
2024-04-21 14:20:30.504384,3,0,0,0
2024-04-21 14:20:30.698045,3,0,0,0
2024-04-21 14:20:30.893730,3,0,0,0
2024-04-21 14:20:31.089163,4,0,0,0
2024-04-21 14:20:31.285591,4,0,0,0
2024-04-21 14:20:31.498534,4,0,0,0
2024-04-21 14:20:31.677118,4,0,0,0
2024-04-21 14:20:31.860251,4,0,0,0
2024-04-21 14:20:32.038633,4,0,0,0
2024-04-21 14:20:32.239823,4,0,0,0
2024-04-21 14:20:32.429033,3,0,0,0
2024-04-21 14:20:32.647245,4,0,0,0
2024-04-21 14:20:32.851309,5,0,0,0
2024-04-21 14:20:33.041977,4,0,0,1
2024-04-21 14:20:33.319015,5,0,0,1
2024-04-21 14:20:33.531182,5,0,0,0
2024-04-21 14:20:33.725732,5,0,0,1
2024-04-21 14:20:33.920385,5,0,0,0
2024-04-21 14:20:34.140579,5,0,0,0
2024-04-21 14:20:34.362439,4,0,0,1
